Circles			Editing site 		
chr4	878472	878473	chr4	878472	878473
chr4	883872	883873	chr4	883872	883873
chr4	879921	879922	chr4	879921	879922
chr4	882370	882371	chr4	882370	882371
chr4	874383	874384	chr4	874383	874384
chr4	878970	878971	chr4	878970	878971
chr4	879495	879496	chr4	879495	879496
chr4	879496	879497	chr4	879496	879497
chr4	879448	879449	chr4	879448	879449
chr4	880034	880035	chr4	880034	880035
chr4	879936	879937	chr4	879936	879937
chr4	889066	889067	chr4	889066	889067
chr4	907931	907932	chr4	907931	907932
chr4	908973	908974	chr4	908973	908974
chr4	908982	908983	chr4	908982	908983
chr4	908989	908990	chr4	908989	908990
chr4	908979	908980	chr4	908979	908980
chr4	908977	908978	chr4	908977	908978
chr4	908976	908977	chr4	908976	908977
chr4	908974	908975	chr4	908974	908975
chr4	351351	351352	chr4	351351	351352
chr4	1032766	1032767	chr4	1032766	1032767
chr4	1145527	1145528	chr4	1145527	1145528
chr4	1145463	1145464	chr4	1145463	1145464
chr4	1145455	1145456	chr4	1145455	1145456
chr4	1145501	1145502	chr4	1145501	1145502
chr4	1148331	1148332	chr4	1148331	1148332
chr4	1148282	1148283	chr4	1148282	1148283
chr4	1148341	1148342	chr4	1148341	1148342
chr4	1148412	1148413	chr4	1148412	1148413
chr4	1148498	1148499	chr4	1148498	1148499
chr4	1148390	1148391	chr4	1148390	1148391
chr4	1148328	1148329	chr4	1148328	1148329
chr4	1148327	1148328	chr4	1148327	1148328
chr4	1148325	1148326	chr4	1148325	1148326
chr4	1148287	1148288	chr4	1148287	1148288
chr4	1148330	1148331	chr4	1148330	1148331
chr4	1148329	1148330	chr4	1148329	1148330
chr4	1148279	1148280	chr4	1148279	1148280
chr4	1148237	1148238	chr4	1148237	1148238
chr4	1148417	1148418	chr4	1148417	1148418
chr4	1148528	1148529	chr4	1148528	1148529
chr4	1148298	1148299	chr4	1148298	1148299
chr4	1148413	1148414	chr4	1148413	1148414
chr4	1148403	1148404	chr4	1148403	1148404
chr4	1148402	1148403	chr4	1148402	1148403
chr4	1148493	1148494	chr4	1148493	1148494
chr4	1148414	1148415	chr4	1148414	1148415
chr4	1148415	1148416	chr4	1148415	1148416
chr4	1148532	1148533	chr4	1148532	1148533
chr4	1148223	1148224	chr4	1148223	1148224
chr4	1168889	1168890	chr4	1168889	1168890
chr4	1167800	1167801	chr4	1167800	1167801
chr4	1167774	1167775	chr4	1167774	1167775
chr4	1167775	1167776	chr4	1167775	1167776
chr4	1167782	1167783	chr4	1167782	1167783
chr4	1168881	1168882	chr4	1168881	1168882
chr4	1167791	1167792	chr4	1167791	1167792
chr4	1168877	1168878	chr4	1168877	1168878
chr4	1167787	1167788	chr4	1167787	1167788
chr4	1168894	1168895	chr4	1168894	1168895
chr4	681619	681620	chr4	681619	681620
chr4	1046987	1046988	chr4	1046987	1046988
chr4	1046986	1046987	chr4	1046986	1046987
chr4	1042963	1042964	chr4	1042963	1042964
chr4	1042975	1042976	chr4	1042975	1042976
chr4	1046984	1046985	chr4	1046984	1046985
chr4	1042971	1042972	chr4	1042971	1042972
chr4	1043801	1043802	chr4	1043801	1043802
chr4	1042907	1042908	chr4	1042907	1042908
chr4	1043804	1043805	chr4	1043804	1043805
chr4	1043802	1043803	chr4	1043802	1043803
chr4	1052332	1052333	chr4	1052332	1052333
chr4	1052349	1052350	chr4	1052349	1052350
chr4	1051636	1051637	chr4	1051636	1051637
chr4	1137308	1137309	chr4	1137308	1137309
chr4	681619	681620	chr4	681619	681620
chr4	879918	879919	chr4	879918	879919
chr4	878472	878473	chr4	878472	878473
chr4	883872	883873	chr4	883872	883873
chr4	879921	879922	chr4	879921	879922
chr4	882370	882371	chr4	882370	882371
chr4	878970	878971	chr4	878970	878971
chr4	879495	879496	chr4	879495	879496
chr4	879496	879497	chr4	879496	879497
chr4	879448	879449	chr4	879448	879449
chr4	880034	880035	chr4	880034	880035
chr4	879936	879937	chr4	879936	879937
chr4	1043801	1043802	chr4	1043801	1043802
chr4	1043804	1043805	chr4	1043804	1043805
chr4	1043802	1043803	chr4	1043802	1043803
chr4	367899	367900	chr4	367899	367900
chr4	367435	367436	chr4	367435	367436
chr4	367618	367619	chr4	367618	367619
chr4	879918	879919	chr4	879918	879919
chr4	878472	878473	chr4	878472	878473
chr4	883872	883873	chr4	883872	883873
chr4	879921	879922	chr4	879921	879922
chr4	882370	882371	chr4	882370	882371
chr4	878970	878971	chr4	878970	878971
chr4	879495	879496	chr4	879495	879496
chr4	879496	879497	chr4	879496	879497
chr4	879448	879449	chr4	879448	879449
chr4	880034	880035	chr4	880034	880035
chr4	879936	879937	chr4	879936	879937
chr4	1052332	1052333	chr4	1052332	1052333
chr4	1052349	1052350	chr4	1052349	1052350
chr4	1051636	1051637	chr4	1051636	1051637
chr4	1079378	1079379	chr4	1079378	1079379
chr4	681619	681620	chr4	681619	681620
chr4	248598	248599	chr4	248598	248599
chr4	249060	249061	chr4	249060	249061
chr4	247395	247396	chr4	247395	247396
chr4	248586	248587	chr4	248586	248587
chr4	247418	247419	chr4	247418	247419
chr4	263978	263979	chr4	263978	263979
chr4	263977	263978	chr4	263977	263978
chr4	280917	280918	chr4	280917	280918
chr4	1079378	1079379	chr4	1079378	1079379
chr4	367899	367900	chr4	367899	367900
chr4	367435	367436	chr4	367435	367436
chr4	367618	367619	chr4	367618	367619
chr4	1052332	1052333	chr4	1052332	1052333
chr4	1052349	1052350	chr4	1052349	1052350
chr4	191676	191677	chr4	191676	191677
chr4	185365	185366	chr4	185365	185366
chr4	190912	190913	chr4	190912	190913
chr4	185371	185372	chr4	185371	185372
chr4	185076	185077	chr4	185076	185077
chr4	185440	185441	chr4	185440	185441
chr4	191615	191616	chr4	191615	191616
chr4	185089	185090	chr4	185089	185090
chr4	185453	185454	chr4	185453	185454
chr4	185395	185396	chr4	185395	185396
chr4	185475	185476	chr4	185475	185476
chr4	191711	191712	chr4	191711	191712
chr4	191728	191729	chr4	191728	191729
chr4	192723	192724	chr4	192723	192724
chr4	192867	192868	chr4	192867	192868
chr4	185437	185438	chr4	185437	185438
chr4	190970	190971	chr4	190970	190971
chr4	191620	191621	chr4	191620	191621
chr4	190926	190927	chr4	190926	190927
chr4	190922	190923	chr4	190922	190923
chr4	192724	192725	chr4	192724	192725
chr4	192692	192693	chr4	192692	192693
chr4	191708	191709	chr4	191708	191709
chr4	191630	191631	chr4	191630	191631
chr4	191735	191736	chr4	191735	191736
chr4	191704	191705	chr4	191704	191705
chr4	191724	191725	chr4	191724	191725
chr4	191697	191698	chr4	191697	191698
chr4	192845	192846	chr4	192845	192846
chr4	190928	190929	chr4	190928	190929
chr4	191689	191690	chr4	191689	191690
chr4	192715	192716	chr4	192715	192716
chr4	192670	192671	chr4	192670	192671
chr4	190927	190928	chr4	190927	190928
chr4	192684	192685	chr4	192684	192685
chr4	191629	191630	chr4	191629	191630
chr4	192661	192662	chr4	192661	192662
chr4	191730	191731	chr4	191730	191731
chr4	192760	192761	chr4	192760	192761
chr4	192677	192678	chr4	192677	192678
chr4	191628	191629	chr4	191628	191629
chr4	185441	185442	chr4	185441	185442
chr4	190914	190915	chr4	190914	190915
chr4	192672	192673	chr4	192672	192673
chr4	191627	191628	chr4	191627	191628
chr4	192653	192654	chr4	192653	192654
chr4	192651	192652	chr4	192651	192652
chr4	191723	191724	chr4	191723	191724
chr4	190895	190896	chr4	190895	190896
chr4	374697	374698	chr4	374697	374698
chr4	374699	374700	chr4	374699	374700
chr4	374698	374699	chr4	374698	374699
chr4	367899	367900	chr4	367899	367900
chr4	367435	367436	chr4	367435	367436
chr4	367618	367619	chr4	367618	367619
chr4	1079378	1079379	chr4	1079378	1079379
chr4	1079378	1079379	chr4	1079378	1079379
chr4	1254402	1254403	chr4	1254402	1254403
chr4	1252829	1252830	chr4	1252829	1252830
chr4	1254576	1254577	chr4	1254576	1254577
chr4	1252973	1252974	chr4	1252973	1252974
chr4	1252993	1252994	chr4	1252993	1252994
chr4	1252550	1252551	chr4	1252550	1252551
chr4	1252614	1252615	chr4	1252614	1252615
chr4	1252606	1252607	chr4	1252606	1252607
chr4	681619	681620	chr4	681619	681620
chr4	883872	883873	chr4	883872	883873
chr4	882370	882371	chr4	882370	882371
chr4	1137308	1137309	chr4	1137308	1137309
chr4	907931	907932	chr4	907931	907932
chr4	908973	908974	chr4	908973	908974
chr4	908982	908983	chr4	908982	908983
chr4	908989	908990	chr4	908989	908990
chr4	908979	908980	chr4	908979	908980
chr4	908977	908978	chr4	908977	908978
chr4	908976	908977	chr4	908976	908977
chr4	908974	908975	chr4	908974	908975
chr4	1167800	1167801	chr4	1167800	1167801
chr4	1167774	1167775	chr4	1167774	1167775
chr4	1167775	1167776	chr4	1167775	1167776
chr4	1167782	1167783	chr4	1167782	1167783
chr4	1167791	1167792	chr4	1167791	1167792
chr4	1167787	1167788	chr4	1167787	1167788
chr4	367899	367900	chr4	367899	367900
chr4	367435	367436	chr4	367435	367436
chr4	367618	367619	chr4	367618	367619
chr4	1043801	1043802	chr4	1043801	1043802
chr4	1043804	1043805	chr4	1043804	1043805
chr4	1043802	1043803	chr4	1043802	1043803
chr4	1042620	1042621	chr4	1042620	1042621
chr4	1041374	1041375	chr4	1041374	1041375
chr4	1041389	1041390	chr4	1041389	1041390
chr4	1042963	1042964	chr4	1042963	1042964
chr4	1041465	1041466	chr4	1041465	1041466
chr4	1041418	1041419	chr4	1041418	1041419
chr4	1042619	1042620	chr4	1042619	1042620
chr4	1041388	1041389	chr4	1041388	1041389
chr4	1042257	1042258	chr4	1042257	1042258
chr4	1042975	1042976	chr4	1042975	1042976
chr4	1041449	1041450	chr4	1041449	1041450
chr4	1042610	1042611	chr4	1042610	1042611
chr4	1042604	1042605	chr4	1042604	1042605
chr4	1041306	1041307	chr4	1041306	1041307
chr4	1041514	1041515	chr4	1041514	1041515
chr4	1041395	1041396	chr4	1041395	1041396
chr4	1041225	1041226	chr4	1041225	1041226
chr4	1042971	1042972	chr4	1042971	1042972
chr4	1042231	1042232	chr4	1042231	1042232
chr4	1042254	1042255	chr4	1042254	1042255
chr4	1040397	1040398	chr4	1040397	1040398
chr4	1042206	1042207	chr4	1042206	1042207
chr4	1041494	1041495	chr4	1041494	1041495
chr4	1041521	1041522	chr4	1041521	1041522
chr4	1041544	1041545	chr4	1041544	1041545
chr4	1041486	1041487	chr4	1041486	1041487
chr4	1041155	1041156	chr4	1041155	1041156
chr4	1042502	1042503	chr4	1042502	1042503
chr4	1041307	1041308	chr4	1041307	1041308
chr4	1041482	1041483	chr4	1041482	1041483
chr4	1041478	1041479	chr4	1041478	1041479
chr4	1041154	1041155	chr4	1041154	1041155
chr4	1041452	1041453	chr4	1041452	1041453
chr4	1042371	1042372	chr4	1042371	1042372
chr4	1041214	1041215	chr4	1041214	1041215
chr4	1043801	1043802	chr4	1043801	1043802
chr4	1042667	1042668	chr4	1042667	1042668
chr4	1041157	1041158	chr4	1041157	1041158
chr4	1042907	1042908	chr4	1042907	1042908
chr4	1041451	1041452	chr4	1041451	1041452
chr4	1042368	1042369	chr4	1042368	1042369
chr4	1043804	1043805	chr4	1043804	1043805
chr4	1043802	1043803	chr4	1043802	1043803
chr4	1040397	1040398	chr4	1040397	1040398
chr4	1046987	1046988	chr4	1046987	1046988
chr4	1046986	1046987	chr4	1046986	1046987
chr4	1046984	1046985	chr4	1046984	1046985
chr4	33838	33839	chr4	33838	33839
chr4	35257	35258	chr4	35257	35258
chr4	33833	33834	chr4	33833	33834
chr4	33850	33851	chr4	33850	33851
chr4	35278	35279	chr4	35278	35279
chr4	35275	35276	chr4	35275	35276
chr4	35274	35275	chr4	35274	35275
chr4	35290	35291	chr4	35290	35291
chr4	1042620	1042621	chr4	1042620	1042621
chr4	1041374	1041375	chr4	1041374	1041375
chr4	1041389	1041390	chr4	1041389	1041390
chr4	1042963	1042964	chr4	1042963	1042964
chr4	1041465	1041466	chr4	1041465	1041466
chr4	1041418	1041419	chr4	1041418	1041419
chr4	1042619	1042620	chr4	1042619	1042620
chr4	1041388	1041389	chr4	1041388	1041389
chr4	1042257	1042258	chr4	1042257	1042258
chr4	1042975	1042976	chr4	1042975	1042976
chr4	1041449	1041450	chr4	1041449	1041450
chr4	1042610	1042611	chr4	1042610	1042611
chr4	1042604	1042605	chr4	1042604	1042605
chr4	1041306	1041307	chr4	1041306	1041307
chr4	1041514	1041515	chr4	1041514	1041515
chr4	1041395	1041396	chr4	1041395	1041396
chr4	1041225	1041226	chr4	1041225	1041226
chr4	1042971	1042972	chr4	1042971	1042972
chr4	1042231	1042232	chr4	1042231	1042232
chr4	1042254	1042255	chr4	1042254	1042255
chr4	1042206	1042207	chr4	1042206	1042207
chr4	1041494	1041495	chr4	1041494	1041495
chr4	1041521	1041522	chr4	1041521	1041522
chr4	1041544	1041545	chr4	1041544	1041545
chr4	1041486	1041487	chr4	1041486	1041487
chr4	1041155	1041156	chr4	1041155	1041156
chr4	1042502	1042503	chr4	1042502	1042503
chr4	1041307	1041308	chr4	1041307	1041308
chr4	1041482	1041483	chr4	1041482	1041483
chr4	1041478	1041479	chr4	1041478	1041479
chr4	1041154	1041155	chr4	1041154	1041155
chr4	1041452	1041453	chr4	1041452	1041453
chr4	1042371	1042372	chr4	1042371	1042372
chr4	1041214	1041215	chr4	1041214	1041215
chr4	1042667	1042668	chr4	1042667	1042668
chr4	1041157	1041158	chr4	1041157	1041158
chr4	1042907	1042908	chr4	1042907	1042908
chr4	1041451	1041452	chr4	1041451	1041452
chr4	1042368	1042369	chr4	1042368	1042369
chr4	191676	191677	chr4	191676	191677
chr4	185365	185366	chr4	185365	185366
chr4	190912	190913	chr4	190912	190913
chr4	185371	185372	chr4	185371	185372
chr4	185076	185077	chr4	185076	185077
chr4	185440	185441	chr4	185440	185441
chr4	191615	191616	chr4	191615	191616
chr4	185089	185090	chr4	185089	185090
chr4	185453	185454	chr4	185453	185454
chr4	185395	185396	chr4	185395	185396
chr4	185475	185476	chr4	185475	185476
chr4	191711	191712	chr4	191711	191712
chr4	191728	191729	chr4	191728	191729
chr4	192723	192724	chr4	192723	192724
chr4	192867	192868	chr4	192867	192868
chr4	185437	185438	chr4	185437	185438
chr4	190970	190971	chr4	190970	190971
chr4	191620	191621	chr4	191620	191621
chr4	190926	190927	chr4	190926	190927
chr4	190922	190923	chr4	190922	190923
chr4	192724	192725	chr4	192724	192725
chr4	192692	192693	chr4	192692	192693
chr4	191708	191709	chr4	191708	191709
chr4	191630	191631	chr4	191630	191631
chr4	191735	191736	chr4	191735	191736
chr4	191704	191705	chr4	191704	191705
chr4	191724	191725	chr4	191724	191725
chr4	191697	191698	chr4	191697	191698
chr4	192845	192846	chr4	192845	192846
chr4	190928	190929	chr4	190928	190929
chr4	191689	191690	chr4	191689	191690
chr4	192715	192716	chr4	192715	192716
chr4	192670	192671	chr4	192670	192671
chr4	190927	190928	chr4	190927	190928
chr4	192684	192685	chr4	192684	192685
chr4	191629	191630	chr4	191629	191630
chr4	192661	192662	chr4	192661	192662
chr4	191730	191731	chr4	191730	191731
chr4	192760	192761	chr4	192760	192761
chr4	192677	192678	chr4	192677	192678
chr4	191628	191629	chr4	191628	191629
chr4	185441	185442	chr4	185441	185442
chr4	190914	190915	chr4	190914	190915
chr4	192672	192673	chr4	192672	192673
chr4	191627	191628	chr4	191627	191628
chr4	192653	192654	chr4	192653	192654
chr4	192651	192652	chr4	192651	192652
chr4	191723	191724	chr4	191723	191724
chr4	190895	190896	chr4	190895	190896
chr4	374697	374698	chr4	374697	374698
chr4	374699	374700	chr4	374699	374700
chr4	374698	374699	chr4	374698	374699
chr4	341198	341199	chr4	341198	341199
chr4	341200	341201	chr4	341200	341201
chr4	340407	340408	chr4	340407	340408
chr4	340398	340399	chr4	340398	340399
chr4	339075	339076	chr4	339075	339076
chr4	340376	340377	chr4	340376	340377
chr4	339096	339097	chr4	339096	339097
chr4	339095	339096	chr4	339095	339096
chr4	563373	563374	chr4	563373	563374
chr4	563384	563385	chr4	563384	563385
chr4	563405	563406	chr4	563405	563406
chr4	563414	563415	chr4	563414	563415
chr4	563381	563382	chr4	563381	563382
chr4	563369	563370	chr4	563369	563370
chr4	563390	563391	chr4	563390	563391
chr4	563403	563404	chr4	563403	563404
chr4	563385	563386	chr4	563385	563386
chr4	563409	563410	chr4	563409	563410
chr4	563352	563353	chr4	563352	563353
chr4	563347	563348	chr4	563347	563348
chr4	563386	563387	chr4	563386	563387
chr4	563340	563341	chr4	563340	563341
chr4	563398	563399	chr4	563398	563399
chr4	563399	563400	chr4	563399	563400
chr4	563401	563402	chr4	563401	563402
chr4	563416	563417	chr4	563416	563417
chr4	563396	563397	chr4	563396	563397
chr4	563354	563355	chr4	563354	563355
chr4	1040397	1040398	chr4	1040397	1040398
chr4	1042620	1042621	chr4	1042620	1042621
chr4	1041374	1041375	chr4	1041374	1041375
chr4	1041389	1041390	chr4	1041389	1041390
chr4	1042963	1042964	chr4	1042963	1042964
chr4	1041465	1041466	chr4	1041465	1041466
chr4	1041418	1041419	chr4	1041418	1041419
chr4	1042619	1042620	chr4	1042619	1042620
chr4	1041388	1041389	chr4	1041388	1041389
chr4	1042257	1042258	chr4	1042257	1042258
chr4	1042975	1042976	chr4	1042975	1042976
chr4	1041449	1041450	chr4	1041449	1041450
chr4	1042610	1042611	chr4	1042610	1042611
chr4	1042604	1042605	chr4	1042604	1042605
chr4	1041306	1041307	chr4	1041306	1041307
chr4	1041514	1041515	chr4	1041514	1041515
chr4	1041395	1041396	chr4	1041395	1041396
chr4	1041225	1041226	chr4	1041225	1041226
chr4	1042971	1042972	chr4	1042971	1042972
chr4	1042231	1042232	chr4	1042231	1042232
chr4	1042254	1042255	chr4	1042254	1042255
chr4	1042206	1042207	chr4	1042206	1042207
chr4	1041494	1041495	chr4	1041494	1041495
chr4	1041521	1041522	chr4	1041521	1041522
chr4	1041544	1041545	chr4	1041544	1041545
chr4	1041486	1041487	chr4	1041486	1041487
chr4	1041155	1041156	chr4	1041155	1041156
chr4	1042502	1042503	chr4	1042502	1042503
chr4	1041307	1041308	chr4	1041307	1041308
chr4	1041482	1041483	chr4	1041482	1041483
chr4	1041478	1041479	chr4	1041478	1041479
chr4	1041154	1041155	chr4	1041154	1041155
chr4	1041452	1041453	chr4	1041452	1041453
chr4	1042371	1042372	chr4	1042371	1042372
chr4	1041214	1041215	chr4	1041214	1041215
chr4	1042667	1042668	chr4	1042667	1042668
chr4	1041157	1041158	chr4	1041157	1041158
chr4	1042907	1042908	chr4	1042907	1042908
chr4	1041451	1041452	chr4	1041451	1041452
chr4	1042368	1042369	chr4	1042368	1042369
chr4	1032766	1032767	chr4	1032766	1032767
chr4	562444	562445	chr4	562444	562445
chr4	562432	562433	chr4	562432	562433
chr4	561742	561743	chr4	561742	561743
chr4	562754	562755	chr4	562754	562755
chr4	561659	561660	chr4	561659	561660
chr4	562675	562676	chr4	562675	562676
chr4	562590	562591	chr4	562590	562591
chr4	561664	561665	chr4	561664	561665
chr4	562573	562574	chr4	562573	562574
chr4	562650	562651	chr4	562650	562651
chr4	562750	562751	chr4	562750	562751
chr4	562689	562690	chr4	562689	562690
chr4	562686	562687	chr4	562686	562687
chr4	562589	562590	chr4	562589	562590
chr4	562751	562752	chr4	562751	562752
chr4	562523	562524	chr4	562523	562524
chr4	562703	562704	chr4	562703	562704
chr4	562576	562577	chr4	562576	562577
chr4	562485	562486	chr4	562485	562486
chr4	562660	562661	chr4	562660	562661
chr4	562740	562741	chr4	562740	562741
chr4	562661	562662	chr4	562661	562662
chr4	562619	562620	chr4	562619	562620
chr4	562473	562474	chr4	562473	562474
chr4	562620	562621	chr4	562620	562621
chr4	562547	562548	chr4	562547	562548
chr4	562749	562750	chr4	562749	562750
chr4	562486	562487	chr4	562486	562487
chr4	562702	562703	chr4	562702	562703
chr4	561724	561725	chr4	561724	561725
chr4	562639	562640	chr4	562639	562640
chr4	561722	561723	chr4	561722	561723
chr4	562704	562705	chr4	562704	562705
chr4	562662	562663	chr4	562662	562663
chr4	562667	562668	chr4	562667	562668
chr4	562565	562566	chr4	562565	562566
chr4	562685	562686	chr4	562685	562686
chr4	562752	562753	chr4	562752	562753
chr4	562607	562608	chr4	562607	562608
chr4	562753	562754	chr4	562753	562754
chr4	562631	562632	chr4	562631	562632
chr4	562632	562633	chr4	562632	562633
chr4	562566	562567	chr4	562566	562567
chr4	561687	561688	chr4	561687	561688
chr4	562669	562670	chr4	562669	562670
chr4	561686	561687	chr4	561686	561687
chr4	562732	562733	chr4	562732	562733
chr4	562578	562579	chr4	562578	562579
chr4	561685	561686	chr4	561685	561686
chr4	970059	970060	chr4	970059	970060
chr4	974645	974646	chr4	974645	974646
chr4	970059	970060	chr4	970059	970060
chrX	19469639	19469640	chrX	19469639	19469640
chrX	19469644	19469645	chrX	19469644	19469645
chrX	5246337	5246338	chrX	5246337	5246338
chrX	5246337	5246338	chrX	5246337	5246338
chrX	5246215	5246216	chrX	5246215	5246216
chrX	5246215	5246216	chrX	5246215	5246216
chrX	5246119	5246120	chrX	5246119	5246120
chrX	5246119	5246120	chrX	5246119	5246120
chrX	22268008	22268009	chrX	22268008	22268009
chrX	15484167	15484168	chrX	15484167	15484168
chrX	15484666	15484667	chrX	15484666	15484667
chrX	15483861	15483862	chrX	15483861	15483862
chrX	10417094	10417095	chrX	10417094	10417095
chrX	15961104	15961105	chrX	15961104	15961105
chrX	15961181	15961182	chrX	15961181	15961182
chrX	15961105	15961106	chrX	15961105	15961106
chrX	15960583	15960584	chrX	15960583	15960584
chrX	15961106	15961107	chrX	15961106	15961107
chrX	15961636	15961637	chrX	15961636	15961637
chrX	15961016	15961017	chrX	15961016	15961017
chrX	14999165	14999166	chrX	14999165	14999166
chrX	14999154	14999155	chrX	14999154	14999155
chrX	14999153	14999154	chrX	14999153	14999154
chrX	14999641	14999642	chrX	14999641	14999642
chrX	15002264	15002265	chrX	15002264	15002265
chrX	15000623	15000624	chrX	15000623	15000624
chrX	14999924	14999925	chrX	14999924	14999925
chrX	14996674	14996675	chrX	14996674	14996675
chrX	15002265	15002266	chrX	15002265	15002266
chrX	14999166	14999167	chrX	14999166	14999167
chrX	14999167	14999168	chrX	14999167	14999168
chrX	14999938	14999939	chrX	14999938	14999939
chrX	14999868	14999869	chrX	14999868	14999869
chrX	14999155	14999156	chrX	14999155	14999156
chrX	14998431	14998432	chrX	14998431	14998432
chrX	12633623	12633624	chrX	12633623	12633624
chrX	12633104	12633105	chrX	12633104	12633105
chrX	12633103	12633104	chrX	12633103	12633104
chrX	10708069	10708070	chrX	10708069	10708070
chrX	8103407	8103408	chrX	8103407	8103408
chrX	19358381	19358382	chrX	19358381	19358382
chrX	19358382	19358383	chrX	19358382	19358383
chrX	19358390	19358391	chrX	19358390	19358391
chrX	19358391	19358392	chrX	19358391	19358392
chrX	12771963	12771964	chrX	12771963	12771964
chrX	12772512	12772513	chrX	12772512	12772513
chrX	12770768	12770769	chrX	12770768	12770769
chrX	1220107	1220108	chrX	1220107	1220108
chrX	1220593	1220594	chrX	1220593	1220594
chrX	1247560	1247561	chrX	1247560	1247561
chrX	1247107	1247108	chrX	1247107	1247108
chrX	13809051	13809052	chrX	13809051	13809052
chrX	8090476	8090477	chrX	8090476	8090477
chrX	10392317	10392318	chrX	10392317	10392318
chrX	5792945	5792946	chrX	5792945	5792946
chrX	5792682	5792683	chrX	5792682	5792683
chrX	16390660	16390661	chrX	16390660	16390661
chrX	2093371	2093372	chrX	2093371	2093372
chrX	14587057	14587058	chrX	14587057	14587058
chrX	11575559	11575560	chrX	11575559	11575560
chrX	11575568	11575569	chrX	11575568	11575569
chrX	11575420	11575421	chrX	11575420	11575421
chrX	11575555	11575556	chrX	11575555	11575556
chrX	11575072	11575073	chrX	11575072	11575073
chrX	9277029	9277030	chrX	9277029	9277030
chrX	2347783	2347784	chrX	2347783	2347784
chrX	10318430	10318431	chrX	10318430	10318431
chrX	10417094	10417095	chrX	10417094	10417095
chrX	16390660	16390661	chrX	16390660	16390661
chrX	10417094	10417095	chrX	10417094	10417095
chrX	10422378	10422379	chrX	10422378	10422379
chrX	10423637	10423638	chrX	10423637	10423638
chrX	16390660	16390661	chrX	16390660	16390661
chrX	16390660	16390661	chrX	16390660	16390661
chrX	3133879	3133880	chrX	3133879	3133880
chrX	16390660	16390661	chrX	16390660	16390661
chrX	10085490	10085491	chrX	10085490	10085491
chrX	12941850	12941851	chrX	12941850	12941851
chrX	16369297	16369298	chrX	16369297	16369298
chrX	16390660	16390661	chrX	16390660	16390661
chrX	16369297	16369298	chrX	16369297	16369298
chrX	5246337	5246338	chrX	5246337	5246338
chrX	5246337	5246338	chrX	5246337	5246338
chrX	5252338	5252339	chrX	5252338	5252339
chrX	5252338	5252339	chrX	5252338	5252339
chrX	5252344	5252345	chrX	5252344	5252345
chrX	5252344	5252345	chrX	5252344	5252345
chrX	5252336	5252337	chrX	5252336	5252337
chrX	5252336	5252337	chrX	5252336	5252337
chrX	5246215	5246216	chrX	5246215	5246216
chrX	5246215	5246216	chrX	5246215	5246216
chrX	5252350	5252351	chrX	5252350	5252351
chrX	5252350	5252351	chrX	5252350	5252351
chrX	5246119	5246120	chrX	5246119	5246120
chrX	5246119	5246120	chrX	5246119	5246120
chrX	8103407	8103408	chrX	8103407	8103408
chrX	5792945	5792946	chrX	5792945	5792946
chrX	5792682	5792683	chrX	5792682	5792683
chrX	2376037	2376038	chrX	2376037	2376038
chrX	2376048	2376049	chrX	2376048	2376049
chrX	2376524	2376525	chrX	2376524	2376525
chrX	2376647	2376648	chrX	2376647	2376648
chrX	2376473	2376474	chrX	2376473	2376474
chrX	2376557	2376558	chrX	2376557	2376558
chrX	12708496	12708497	chrX	12708496	12708497
chrX	15991605	15991606	chrX	15991605	15991606
chrX	16390660	16390661	chrX	16390660	16390661
chrX	11135587	11135588	chrX	11135587	11135588
chrX	5378235	5378236	chrX	5378235	5378236
chrX	5378155	5378156	chrX	5378155	5378156
chrX	5379857	5379858	chrX	5379857	5379858
chrX	5379150	5379151	chrX	5379150	5379151
chrX	5378182	5378183	chrX	5378182	5378183
chrX	5378173	5378174	chrX	5378173	5378174
chrX	5379851	5379852	chrX	5379851	5379852
chrX	16369297	16369298	chrX	16369297	16369298
chrX	9231119	9231120	chrX	9231119	9231120
chrX	10392317	10392318	chrX	10392317	10392318
chrX	10395499	10395500	chrX	10395499	10395500
chrX	10396197	10396198	chrX	10396197	10396198
chrX	10395848	10395849	chrX	10395848	10395849
chrX	10396546	10396547	chrX	10396546	10396547
chrX	10403953	10403954	chrX	10403953	10403954
chrX	11575559	11575560	chrX	11575559	11575560
chrX	11575568	11575569	chrX	11575568	11575569
chrX	11575420	11575421	chrX	11575420	11575421
chrX	11575555	11575556	chrX	11575555	11575556
chrX	11575072	11575073	chrX	11575072	11575073
chrX	14932940	14932941	chrX	14932940	14932941
chrX	14932945	14932946	chrX	14932945	14932946
chrX	8409719	8409720	chrX	8409719	8409720
chrX	8409812	8409813	chrX	8409812	8409813
chrX	8409311	8409312	chrX	8409311	8409312
chrX	8409304	8409305	chrX	8409304	8409305
chrX	8409643	8409644	chrX	8409643	8409644
chrX	8409491	8409492	chrX	8409491	8409492
chrX	8409481	8409482	chrX	8409481	8409482
chrX	8409563	8409564	chrX	8409563	8409564
chrX	8409396	8409397	chrX	8409396	8409397
chrX	8409558	8409559	chrX	8409558	8409559
chrX	8409475	8409476	chrX	8409475	8409476
chrX	8409562	8409563	chrX	8409562	8409563
chrX	8409426	8409427	chrX	8409426	8409427
chrX	19518994	19518995	chrX	19518994	19518995
chrX	5792945	5792946	chrX	5792945	5792946
chrX	5792682	5792683	chrX	5792682	5792683
chrX	16390660	16390661	chrX	16390660	16390661
